source,summary,model,HHEMv1,HHEM-2.1,HHEM-2.1-English,google/t5_11b_trueteacher_and_anli,google/t5_xxl_true_nli_mixture,gpt-3.5-turbo,gpt-4-turbo,gpt-4o,minicheck-roberta-large,minicheck-deberta-v3-large,minicheck-flan-t5-large
"Media playback is not supported on this deviceSadio Mane scored twice in the space of 138 seconds as second-placed Spurs disappointed at Anfield.""If you start a game like we start then it is very difficult,"" said Pochettino.""It is difficult to fight for the Premier League if you show that lack of desire to play for a win.""Chelsea can extend their lead at the top if they beat Burnley at Turf Moor on Sunday, and Pochettino added: ""If Chelsea go 12 points clear, it is a big problem.""Spurs have won just twice on the road since 24 September, including defeats at Chelsea and Manchester United in addition to draws at fellow top-six rivals Arsenal and Manchester City.In their past 17 meetings with the other top-six sides away from home, Pochettino's team have won just once.""In the first 45 minutes you saw a team that is not ready to fight for the Premier League,"" the Argentine told BT Sport.""We are in a position that is up to us. But if you show like today that you cannot cope with the pressure then it is difficult to challenge and fight for the Premier League.""Former Liverpool and Spurs midfielder Danny Murphy on Match of the Day""I couldn't believe what I was watching, they had the best defensive record last season and the joint best this year, but they were all over the place. Against the big sides they have played with a back three but they had a back four today, but I think they should have stuck with what they have done against the big sides - play with a three.""It was so unlike Spurs, they do so well at home, but the contrast is amazing. There's a lack of pace, and a different mindset when they go away from home. They have to improve and quickly.""","Sadio Mane scored two quick goals as Tottenham Hotspur suffered a disappointing defeat at Liverpool, leaving manager Mauricio Pochettino concerned about their Premier League title chances. Spurs have struggled in away games against top-six opponents, winning only once in 17 attempts, and their recent form on the road is a cause for worry. Pochettino highlighted his team's lack of desire and inability to cope with pressure, suggesting they are not ready to challenge for the title. Danny Murphy, a former player for both clubs, was critical of Spurs' defensive setup and their overall performance, which he found surprising given their strong home form.",cohere/command-r-08-2024,0.9956,0.86467,0.89734,1,1.0,1,1,1,0,0,1
"The All Progressives Congress (APC) won 19 of the 28 governor posts in results declared from Saturday's elections.It is the biggest defeat for the Peoples Democratic Party (PDP) since military ruled ended in 1999.It lost the presidential poll last month for the first time.APC leader Muhammadu Buhari will be inaugurated on 29 May, after he defeated President Goodluck Jonathan.The PDP's decline has been reinforced by results from Saturday's elections for governors and state assemblies, reports the BBC's Bashir Saad Abdullahi from the capital, Abuja.The party lost for the first time in key northern states like Katsina and Kaduna, the home of outgoing Vice-President Namadi Sambo.It also lost control of Adamawa, one of three states badly hit by militant Islamist group Boko Haram's insurgency.However, the party managed to hold on to Rivers State, Nigeria's oil hub.The PDP won eight governorships, mostly in the south-east.Taraba is the only result still outstanding, while the election in Imo state was declared inconclusive, because the number of spoilt ballot papers was larger than the margin of victory.Elections were not held in seven states.Analysis: Chris Ewokor, BBC Africa, AbujaThe APC has made historic gains, relegating the once-powerful PDP to a regional party. The PDP failed to get a national spread of votes, doing well only in the south-east and the oil-rich Niger Delta. Most states in the north went to the APC, along with Nigeria's commercial hub, Lagos, in the south-west.However, the APC failed to win in any of Nigeria's five oil-producing states. This will be of huge concern to President-elect Muhammadu Buhari, as militant groups could disrupt oil production and starve the federal government of much-needed oil revenue.  It is unlikely that the PDP governors in the five states would help Gen Buhari rein in the militants.In parts of the country, the elections were marred by violence due to stiff rivalry, and the battle for power and money. Ethnic differences also fuelled the conflict in some areas, but overall the elections have been more peaceful than in previous years, raising hopes that Nigeria's democracy is maturing.Why Jonathan lost?Buhari's historic victoryNigeria's 36 governors enjoy wide powers and are extremely influential. Some, especially in oil-producing areas, control bigger budgets than those of national governments in some neighbouring West African countries.The Independent National Electoral Commission (Inec) reported 66 violent incidents at polling stations - higher than in the presidential poll.Most of the violence took place in Rivers and other southern states, where voting at some polling stations had to be extended.On Sunday, Inec also announced that the APC had retained power in Lagos state.It means that when Gen Buhari takes over the presidency it will be the first time that the party of the president has controlled Lagos - the commercial capital - since the advent of multi-party democracy in 1999.Our correspondent says the PDP will have to go through a period of introspection, and then rebuild itself under a new leader.The party was in power for 16 years, and voters felt that it was time for change, he says.It had been hit by the defection of governors and MPs to the APC ahead of the elections.The PDP also faced widespread allegations of corruption during its rule, and was accused of failing to do enough to end an Islamist-led insurgency in the north-east where it suffered huge defeats.","The All Progressives Congress (APC) secured a significant victory in the recent elections, claiming 19 out of 28 governor posts. This marks a major setback for the Peoples Democratic Party (PDP), which has dominated Nigerian politics since 1999. The PDP's decline is evident in its loss of key northern states and its failure to secure control in areas affected by Boko Haram's insurgency. The APC's success relegates the PDP to a regional party, primarily in the south-east and Niger Delta. However, the APC's inability to win in oil-producing states may pose challenges for President-elect Muhammadu Buhari in addressing militant groups and securing oil revenue. The elections were generally more peaceful than previous years, but violence and ethnic tensions persisted in some areas. The PDP's defeat can be attributed to voters' desire for change after 16 years, defections to the APC, and allegations of corruption and inadequate response to the Islamist insurgency.",cohere/command-r-08-2024,0.89529,0.95406,0.95761,1,1.0,1,1,1,1,0,0
"Visitors to the Hebridean Celtic Festival will be able to use an app to trigger online information from items such as signs and posters on the site.Videos and band interviews will be among the online material available to view on phones and tablets.HebCelt is is taking place in Stornoway on the Isle of Lewis from 19 to 22 July.The Waterboys, Imelda May, Lucy Spraggan, Skerryvore, Peatbog Faeries and Dougie MacLean are among this year's acts.HebCelt director Caroline Maclennan said: ""We are offering the new augmented reality experience as an extra feature to add to the enjoyment of visiting the festival this year.""But it will also mean people around the world can interact with the festival and capture a flavour of its atmosphere at any time.""The message will be updated in the run up to HebCelt and during the event, allowing people to instantly access information and interviews, buy tickets and also get a taste of our unique festival wherever they are.""","The Hebridean Celtic Festival is introducing an augmented reality app for visitors to access additional content during the event. The app will provide an immersive experience, allowing users to interact with signs and posters to trigger online information, videos, and band interviews on their mobile devices. This feature aims to enhance the festival experience for attendees and also enable a global audience to engage with the festival remotely, offering a glimpse of its unique atmosphere and providing instant access to updates, interviews, and ticket purchases.",cohere/command-r-08-2024,0.99832,0.93086,0.98173,1,1.0,1,1,1,1,1,1
"A Gareth Anscombe drop-goal edged Blues 23-20 ahead after Gloucester Josh Hohneck was yellow carded.Alex Cuthbert had helped level the scores after the sin-binning, scoring his second try after Ross Moriarty and Tom Marshall scores put the hosts up.But unanswered second-half tries from Jonny May, Marshall, Mark Atkinson and Henry Purdy sealed Gloucester's win.The Cherry and Whites, who went out at home at the quarter-final stage last year, won the competition in 2015.Defeat for the Blues means they have failed to progress beyond the last eight of any European Cup competition since winning the continent's second-tier title in 2010.In a seesawing opening 40 minutes, scores were locked on four separate occasions, with Cuthbert and Moriarty trading tries before Blues' Steven Shingler and Gloucester's Billy Burns swapped penalties.More of the same followed when Billy Twelvetrees took over kicking duties from Burns, following a head injury, as both sides landed further penalties and Marshall's first try put Gloucester 20-13 up.However, Blues racked up 10 points while Gloucester were a man down to take a three-point advantage into the break.Shingler extended that lead to six, but that is as good as it would get for the Pro12 side, who had Wales' Sam Warburton at blind-side flanker after impressing in the position for Wales during the Six Nations Championship.England coach Eddie Jones was in the stands at Kingholm to see May, the only Gloucester player he called upon for their triumphant Six Nations campaign, cross for the first of the hosts' four second-half scores to seal an ultimately convincing win that sees them progress to play La Rochelle - a side they met twice and beat once in the group stage this term.Gloucester: Marshall; Sharples, Trinder, Twelvetrees, May; Burns, Heinz (capt); McAllister, Hibbard, Hohneck, Savage, Thrush, Moriarty, Rowan, Morgan.Replacements: Matu'u, Thomas, Afoa, Galarza, Ludlow, Braley, Atkinson, Purdy.Cardiff Blues: Morgan; Cuthbert, Lee-Lo, Shingler, Scully; Anscombe, Williams; Jenkins (capt), Dacey, Filise, Earle, Hoeata, Warburton, Navidi, Williams.Replacements: Rees, Domachowski, Assiratti, Cook, Bennett, Williams, Halaholo, Summerhill.Referee: Pascal Gauzere (France)For the latest rugby union news follow @bbcrugbyunion on Twitter.","Gareth Anscombe's drop-goal gave the Blues a narrow lead over Gloucester, but the hosts responded with four unanswered tries in the second half to secure victory. The win ensures Gloucester's progression in the competition, while the Blues' European Cup struggles continue. The first half was tightly contested, with multiple lead changes and penalties, but Gloucester's strong second-half performance proved decisive.",cohere/command-r-08-2024,0.90002,0.88731,0.98104,1,1.0,1,1,1,0,1,1
"Birmingham academies Park View and Nansen Primary - rated inadequate by Ofsted - will have their funding agreements terminated.Park View Educational Trust said it may be removed from running the schools.Oldknow Academy and Golden Hillock School, also rated inadequate, were warned they could lose funding unless concerns were addressed.A head teacher at one of the Trojan Horse schools said parents tried to undermine her authority and descended on the school during an Ofsted inspection.The head teacher, who wished to remain anonymous, said she heard parents speaking to an inspector about her.She said she came close to quitting her job on a number of occasions but everything ""fell into place"" when news of the Trojan Horse letter broke.""From 2012 I felt alone,"" she said.""I did not know it was happening to other heads. If I had known, I could have rationalised it but at the time I felt embarrassed.""I started thinking 'maybe it is me, maybe I'm doing something wrong.'""On Monday, the watchdog published 21 reports into schools allegedly targeted as part of a hardline Muslim takeover.Five of those schools, including Park View and Oldknow, were rated inadequate.'Islamic-themed assemblies'Birmingham City Council said it would work with Saltley School, the only local authority school placed in special measures, and the Department for Education to install a temporary governing board.In a letter to Park View chairman Tahir Alam, education minister Lord Nash said there were ""deep concerns"" about the way Park View School was run.The letter said: ""I have decided under clause 5.6 of the supplementary funding agreement for the academy to give written notice of the Secretary of State's intention to terminate that agreement.""Lord Nash criticised the trust for failing to promote ""spiritual, moral, social and cultural development of pupils"".""I am deeply mindful of the need to eliminate discrimination, advance equality of opportunity and foster good relations,"" he said.A similar letter about Nansen Primary School, also addressed to Tahir Alam, said it would have its funding arrangement terminated.Both letters invited the trust to respond before 4 July.A spokesman for Park View School said they would challenge the Ofsted report through the appropriate legal channels.They said terminating the funding agreement would mean the trust could be removed from the running of the three schools.""What happens to the schools after that would be the decision of the secretary of state, as they are already academy schools under the remit of [the] Department for Education,"" they said.In a letter to Dr Achmad da Costa, chair of Oldknow Academy Trust, Lord Nash said it was not meeting the requirements set out in its funding agreement.""Therefore the Secretary of State is minded to terminate the funding agreement unless all the breaches are addressed promptly, in full, and to his satisfaction,"" it said.Lord Nash set out a list of actions the trust must take before 4 July.These included ending ""less favourable"" treatment of non-Muslims, ceasing segregation of boys and girls, and drawing up a plan to ensure a more ""broad and balanced"" curriculum.Oldknow Academy declined to comment on the letter from Lord Nash.A letter to Tahir Alam regarding Golden Hillock's funding arrangement set out a similar list of demands to be completed within the same timescale.Ofsted chief Sir Michael Wilshaw said ""a culture of fear and intimidation has taken grip"" in Birmingham schools, while a number of head teachers had reported an ""organised campaign to target certain schools in order to impose a narrow, faith-based ideology"".'Own agendas'The report into Park View School said the academy's work to keep students safe, including from extremism, was inadequate.It said external speakers had not been vetted properly and the school had allowed a guest with known extremist views to speak to students as part of Islamic-themed assemblies.Park View and Oldknow trusts did not comment on the future but one of Saltley School's senior teachers said it hoped to boost its Ofsted rating.Darren Turner was brought in as associate head teacher on Thursday as part of a partnership scheme with other local schools.He said there had been ""upset"" among staff and pupils at Saltley's inadequate rating.""This is all about moving forward, what happens next,"" he said.""Behind these walls they've got some excellent teachers and they want to get back to doing what they are good at: teaching.""When this school gets back to 'good' again we want to go further and become outstanding.""Parents at the schools have criticised Ofsted's reports and accused inspectors of bias.Health professional Arshad Malik told the BBC the findings were  ""alien"" to his child's experience at Park View.""‎Inspectors came with loaded questions,"" he said.""People are trying to use this school to push their own agendas.""He said parents would like to invite Education Secretary Michael Gove to the school for an open meeting about Ofsted's findings and to talk about what evidence was found to support them.","The passage details the aftermath of an investigation into several Birmingham schools, including Park View, Nansen Primary, Oldknow Academy, and Golden Hillock School, which were rated 'inadequate' by Ofsted. The Park View Educational Trust is at risk of losing control of these schools due to concerns over their management, particularly regarding the promotion of a narrow, faith-based ideology and inadequate safeguarding measures. The trust has been given a deadline to address these issues, including ending discrimination against non-Muslims and improving their curriculum. The situation has caused tension among parents, staff, and pupils, with some defending the schools and accusing Ofsted of bias, while others aim to improve their ratings.",cohere/command-r-08-2024,0.7422,0.94109,0.97823,1,1.0,1,1,1,0,0,1
"Share this withEmailFacebookMessengerMessengerTwitterPinterestWhatsAppLinkedInCopy this linkNazanin Zaghari-Ratcliffe was sentenced to five years for allegedly plotting to topple the government in Tehran.Her husband, Richard Ratcliffe, has criticised the UK government for a lack of action and said the appeal against the term was happening in ""secret"".It is understood it is being held in Tehran on Wednesday.Mrs Zaghari-Ratcliffe, 38 has spent time in solitary confinement since her arrest at Tehran Airport last April, with her two-year-old daughter Gabriella.The child has remained in Iran after the government confiscated her passport and is being looked after by her grandparents.Mrs Zaghari-Ratcliffe was sentenced to five years in jail in September on charges that have not been disclosed.Mr Ratcliffe said the family could not go to his wife's appeal hearing and did not know when to expect a result as it was ""another of these secret trials"".He said: ""Obviously her father is terrified, as am I. We are increasingly on tenterhooks as to what could happen.""Mr Ratcliffe, 41, believes his wife is being used as a bargaining chip in a diplomatic row between Iran and the UK.He said he will know when the appeal has happened and what was said in the courtroom but the final outcome ""might come today, it might come next week"".There was a gap of about four weeks between his wife's trial and the verdict, he added.Mr Ratcliffe said his wife had felt suicidal and had started a hunger strike during her time in jail but there was ""more fight in her"" since being moved out of solitary confinement over Christmas.He told BBC Breakfast the outcome of the appeal was ""unpredictable"" as it could see her sentence quashed, reduced or increased.Speaking about his daughter, Mr Ratcliffe said: ""I have watched her grow up on Skype.""She has lost her English, and she is now pretty much fluent in Farsi - with only a few words in English.""Conversations now either have to be translated through one of her aunts and uncles or they are very physical - so playing peekaboo and watching her dancing.""Mr Ratcliffe said he was trying to get a visa so he could visit his wife and daughter.Amnesty International UK said Mrs Zaghari-Ratcliffe was a ""prisoner of conscience"" who was being held for ""peacefully exercising her right to freedom of expression and association"".Risk campaign manager Kathy Voss added: ""Though she shouldn't even find herself in this awful position, we very much hope the appeal will rule in Nazanin's favour and order her immediate release.""","Nazanin Zaghari-Ratcliffe, a 38-year-old British-Iranian woman, was sentenced to five years in prison in Iran for allegedly plotting against the Tehran government. Her husband, Richard Ratcliffe, criticises the UK government's inaction and the secrecy surrounding her appeal. Mrs Zaghari-Ratcliffe has been in solitary confinement since her arrest, while their daughter, Gabriella, remains in Iran. Mr Ratcliffe believes his wife is a pawn in a diplomatic dispute and is unsure of the appeal's outcome. Amnesty International supports her release, calling her a prisoner of conscience.",cohere/command-r-08-2024,0.86745,0.32214,0.21191,1,1.0,1,1,1,1,0,0
"Vincent Barker, known as Vinnie, died in July 2012, five months after he had a routine eye test at Boots in Ipswich.The prosecution told Ipswich Crown Court the conduct of eye specialist Honey Rose, 35, was so far below the expected standard it was ""criminal"".Ms Rose denies a charge of gross negligence manslaughter.Read more on this story and other news from SuffolkJonathan Rees QC said the alleged failure of Ms Rose, of Newham, east London, to detect Vinnie's swollen optic discs during the routine test, and refer him on for further investigation, was ""at the heart of the prosecution case"".A build-up of fluid in his brain increased pressure in Vinnie's skull and ultimately led to his death, the court heard.""The prosecution allege that Vinnie's death was preventable and would have been prevented had the defendant, Ms Rose, done her job properly,"" he told the jury.""Given the risk of death involved, her conduct was so bad in all of the circumstances - it fell so far below the standards to be expected of a competent optometrist - that it was criminal.""The trial continues.","Vincent Barker, known as Vinnie, died in July 2012 after a routine eye test at Boots in Ipswich, where eye specialist Honey Rose allegedly failed to detect his swollen optic discs and refer him for further investigation. The prosecution argues that Vinnie's death was preventable and a result of Ms. Rose's gross negligence, as she did not meet the expected standard of a competent optometrist. Ms. Rose denies the charge of gross negligence manslaughter. The trial is ongoing.",cohere/command-r-08-2024,0.99007,0.97811,0.99689,1,1.0,1,1,1,1,1,1
"Clive Weatherhogg set up meetings between the woman and a man he found through an adult website, and filmed them having sex.A court heard he sent a message containing a sexually explicit clip to the victim's sister on Christmas Day.Weatherhogg, 42, was also placed on the sex offenders register.He had denied the charges but was found guilty following a trial at Dundee Sheriff Court.Sheriff George Way remitted the case to the High Court in Edinburgh to be dealt with because its greater sentencing powers.Weatherhogg, formerly of Guthrie, near Forfar, was found guilty of coercing the woman to engage in sexual activity and intercourse with the man between 10 September, 2013 and 17 September the following year.He was also convicted of intentionally causing the woman's sister and father to look at sexual images and behaving in a threatening or abusive manner on 25 December, 2014.The woman told the trial she had felt ""blackmailed"" by Weatherhogg.Lady Wolffe told the Weatherhogg that she had to pass a sentence on him that ""reflected society's abhorrence"" at such conduct.The judge said that Weatherhogg, a first offender, had been assessed as posing ""a moderate risk"" of sexual re-offending.Defence counsel Jonathan Crowe said it had been ""a dramatic shock"" for Weatherhogg to be placed on remand ahead of sentencing.","Clive Weatherhogg was found guilty of coercing a woman into sexual activity, distributing sexual images, and behaving abusively. He set up sexual encounters between the woman and a man, filmed them without consent, and shared explicit content with the woman's family. The case was referred to the High Court due to the severity of the crimes, and Weatherhogg was placed on the sex offenders register.",cohere/command-r-08-2024,0.91928,0.42335,0.85734,1,1.0,1,1,1,1,0,1
"Opener Stuart Thompson hit 56 while Gary Wilson (41 no) and captain William Porterfield (39) added valuable runs as Ireland made 165-5 in Greater Noida.It was not enough with Samiullah Shenwari (56) and Mohammad Shahzad (47) helping the Afghans to 171-4 with two overs to spare.The sides meet again in the second T20 at the same venue on Friday.Ireland suffered an early blow when opener Paul Stirling was dismissed for a duck and with just one run on the board.Thompson and Porterfield steadied the innings before Wilson helped the Irish to a competitive total.Shahzad and Najeeb Tarakai (27) put on an opening stand of 51 as Afghanistan cruised to their victory target.Afghan spinner Amir Hamza (2-23) was the only bowler to take more than one wicket on a day when the bat dominated.""We fell a little bit short of potentially a very big score. We could have added another 15 and gotten up to the 180 we were looking for,"" said Porterfield.""As well as we played I thought we just came up short with the ball. We didn't quite execute things as well as we would have liked.""The loss of paceman Boyd Rankin for the T20s, because of a back problem, was another setback for the Irish on Wednesday.Rankin is expected to return for the five ODIs against Afghanistan, starting on 15 March.","Ireland's batting effort, led by Stuart Thompson's 56 and supported by Gary Wilson and William Porterfield, resulted in a total of 165-5. However, Afghanistan comfortably chased down the target with Shenwari and Shahzad's contributions. Ireland's captain Porterfield acknowledged their below-par performance, aiming for a higher score. The absence of paceman Boyd Rankin due to injury was a further challenge for the Irish team.",cohere/command-r-08-2024,0.96804,0.69503,0.51874,1,1.0,1,1,1,1,1,0
"However the Spanish champions insisted they had not committed any offence.""The aim is to cover eventual interpretations that could be given to the contracts drawn up in the operation to sign Neymar,"" a club statement read.Barca paid £48.6m for Santos striker Neymar, 22, in the summer with his parents receiving £34m of the fee.Between the initial fee paid in the summer, signing-on fee, wages during his five-year deal, agents fees and this latest tax payment, Neymar will have cost the club £106.8mLast month, Sandro Rosell resigned as Barcelona president following accusations he misappropriated money.He is also being investigated but denies any wrongdoing.At the time of the move, Barcelona said they had paid 57m euros (£48.6m) for Neymar but it has been alleged that, if other contracts are taken into account, the actual cost of the player was far greater.And last week a judge in Spain ruled there was sufficient evidence against Barcelona to continue investigations into the transfer.The club added: ""The board denies the existence of any tax-related crime in relation to the fiscal obligations arising from the signing of the player.""Given the existence of a possible divergent interpretation of the exact amount of tax responsibility arising from the signing and to defend the club's reputation and good name, FC Barcelona has this morning made a complimentary tax declaration of a total of 13,550,830.56 euros [...] although we remain convinced that the original tax payment was in line with our fiscal obligations.""There has not yet been any confirmation whether the case will be dropped after Barcelona's payment.Neymar has scored seven goals in 18 league appearances for Barcelona this season, as well as netting three in seven Champions League matches.","Barcelona has paid an additional €13.55 million in taxes related to the signing of Neymar, despite denying any wrongdoing. The club made the payment to cover potential interpretations of the contracts involved in the transfer, which has been under investigation due to allegations of misappropriation of funds and tax-related crimes. The total cost of Neymar's transfer, including the initial fee, signing-on fee, wages, and agent fees, amounts to £106.8 million. The payment comes after the resignation of former president Sandro Rosell and ongoing investigations into the transfer by Spanish authorities.",cohere/command-r-08-2024,0.77538,0.92816,0.9423,1,1.0,1,1,1,0,1,1
"The bodies of David Miller, 24, and Hannah Witheridge, 23, were discovered on a beach in Koh Tao on 15 September.Metropolitan Police officers flew out last month to work with Thai police, who are holding two Burmese suspects.The UK detectives will now compile a report and ""update the families of Hannah and David,"" a spokesman said.""Detectives from the UK who are currently in Thailand reviewing the investigation into the murders of Hannah Witheridge and David Miller have completed their work, as far as possible,"" the Met Police said in a statement.""They will now be returning to the UK to compile their report and to update the families of Hannah and David on their findings.""The police team wish to thank the Thai authorities for facilitating the visit.""Zaw Lin and Win Zaw Htun, both migrant workers from Myanmar, also known as Burma, are alleged to have confessed to the killings.Thai police have denied subsequent reports that the pair, both aged 21, have since withdrawn their confessions.The two suspects are charged with conspiracy to murder, conspiracy to rape and robbery, and could face the death penalty if found guilty.However, the UK Foreign Office last month summoned the Thai charge d'affaires to express concerns about the police investigation.The concerns are understood to have been around the verification of DNA samples of the suspects and allegations of their mistreatment.The UK police visit came after Thai Prime Minister Gen Prayuth Chan-ocha met Mr Cameron at a summit in Italy and agreed that a delegation of British officers could travel to Thailand.He had previously rejected offers of assistance.Post-mortem examinations found Mr Miller, from Jersey, died from drowning and a blow to the head, while Miss Witheridge, from Great Yarmouth, died from head wounds.Thai police have said DNA found on Ms Witheridge matched samples taken from the suspects.","The bodies of David Miller and Hannah Witheridge were found on a beach in Koh Tao, Thailand, and two Burmese migrant workers, Zaw Lin and Win Zaw Htun, have been charged with their murders. UK police travelled to Thailand to review the investigation and will now compile a report for the victims' families. Thai police claim DNA evidence matches the suspects, but the UK Foreign Office has raised concerns about the verification of DNA samples and alleged mistreatment of the suspects. The suspects face the death penalty if found guilty.",cohere/command-r-08-2024,0.99848,0.95505,0.99343,1,1.0,1,1,1,1,1,1
"Share this withEmailFacebookMessengerMessengerTwitterPinterestWhatsAppLinkedInCopy this linkBut VR can also be embedded in reality to give people more understanding of the world around them.Increasingly it is being used as a tool by journalists, teachers, healthcare workers and retailers.The BBC took a look at a few of the more unexpected uses of the technology.Surveys suggest that while 99% of people have heard of autism, only 16% really understand what it means. In the UK, more than a quarter of autistic people have been asked to leave a public place, such as a restaurant.In order to address this, the UK's National Autistic Society made a VR film this summer to show people what it was like to live with the condition.The film takes viewers on a journey with a young, autistic boy as he walks around a shopping centre. They can experience the sensory overload he experiences as he walks around.Mark Lever, chief executive of the National Autistic Society, says he hopes the film will ""help the public understand a little more about autism"".The film, along with Samsung Gear headsets, was taken on tour around UK shopping centres this summer and the charity is also putting together a pack for schools to teach their students about autism.The film is available via an app and can be viewed on YouTube.Alzheimer's Research UK also released a VR film this summer, intended to put the public in the shoes of someone with dementia.A Walk Through Dementia aimed to show how everyday tasks such as making a cup of tea can be a challenge for someone with the condition.Virtual meatballsVirtual reality is becoming a common tool for people wanting to sell something. Estate agents use it to offer customers virtual walks from potential properties while Westfield shopping centre is using VR headsets to show off the latest fashion collections.In April, furniture retailer Ikea launched an app that placed users in a fully furnished kitchen. Users could change the colours of the units and walk around the space. The app was available through Steam, using the HTC Vive.Gamers are, said Ikea's Ingrid Franov, ""not a typical Ikea customer"" but the retailer was amazed by the reaction.""In one month we had more downloads than we had expected for the whole six-months trial and people were asking for more kitchen action,"" she told delegates at the recent VR&AR World Forum in London.""And what they wanted was meatball,"" she said.Meatballs are perhaps the most famous dish in Ikea's restaurants.When meatballs were added to the kitchen, one user told the firm: ""I want you all to know that I have just spent 44 minutes throwing meatballs around a virtual kitchen and I loved every second of it.""""This is really talking to customers,"" said Ms Franov.Now the retailer is considering rolling out the VR tool in stores to help customers better envisage how a kitchen design might look.Healthcare has become one of the big adopters of VR - using it both as  teaching aid and to treat phobias.Surgeon Dr Shafi Ahmed became one of the first to offer a live virtual surgery experience in April 2016 at the Royal London hospital.Some 5,000 people in 14 countries tuned in to watch the operation to remove a tumour.Now the start-up he co-founded, Medical Realities, is launching Virtual Surgeon as a product, hoping that such surgery can reduce the cost of training doctors, reach a much wider audience and ultimately ""democratise medicine"".Meanwhile, in the US, VR has been used to help soldiers deal with post-traumatic stress disorder and for arachnophobics to overcome their fear of spiders.In one study, 23 people were encouraged to approach a virtual spider and by the end of the experiment, 83% showed significant improvement in how they could tolerate the situation.In September 2015, Google launched Expeditions, a program designed to take thousands of school children around the world on a virtual trip - from the Great Barrier Reef to Mars.The kit, which comprises a Google cardboard headset and an app, has just been launched in the UK.Most pupils have enjoyed the experience although one Year 3 student told the Times Educational Supplement that they ""were a bit scared of heights so if it could just be on the ground then that would be an improvement for me"".Marcus Storm is the founder of  VR start-up Evanescent Studios and he is developing a VR app that he hopes will be used in classrooms to improve language skills. The app is currently being trialled at Imperial College, with Mandarin as a pilot language.Users can watch Chinese people having conversations and visit Chinese landmarks such as the Great Wall.Mr Storm is enthusiastic about how VR can transform learning.""We see a future where kids in history lessons are going back to revolutionary France and interacting with the people there,"" he said.It is a view echoed by Nicholas Minter-Green, president of Economist Films.""It is bringing the joy to education. The biggest challenge has always been to engage and that is where VR can be a very powerful tool,"" he said.At VR&AR World Forum in London, he spoke about how Chinese firm NetDragon is testing how VR software and hardware can be used to tell if children are engaged in learning.""One idea is that headsets could tell when children are tilting their heads, indicating boredom, meaning a change of subject or teaching method is required,"" he said.Cash-strapped schools may struggle to afford the hardware or the computing power required for VR to run, and Mr Minter-Green acknowledged that there are many hurdles to overcome before virtual becomes a reality, in school at least.","Virtual reality (VR) technology is being utilised in various sectors to enhance understanding and engagement. The BBC highlights its diverse applications, including raising awareness about autism and dementia through immersive films. Retailers use VR for marketing, like IKEA's kitchen app, while healthcare professionals employ it for training and phobia treatment. Education is also benefiting from VR, with language learning apps and historical simulations. Despite challenges, VR is seen as a powerful tool to engage and educate, with potential to revolutionise learning experiences.",cohere/command-r-08-2024,0.91918,0.95754,0.9831,1,1.0,1,1,1,1,0,0
"Share this withEmailFacebookMessengerMessengerTwitterPinterestWhatsAppLinkedinCopy this linkResearchers found that four out of five children in England who ate school lunches had tried food at school that they had not tried at home.Half of parents questioned said their children had asked for foods they had eaten at school to be cooked at home.The survey, of about 1,000 parents, found the most popular vegetables were carrots, sweetcorn and peas.Aubergine, chickpeas and spinach were among the least popular.Of the parents questioned, 628 had children who ate school lunches.(% denotes proportion of parents who said their child would eat each vegetable)England's School Food Trust commissioned the research after a survey by the Mumsnet website suggested some parents gave their children packed lunches because they thought they were too fussy to eat anything else.Trust chairman, Rob Rees, said: ""Every parent knows it's a nightmare watching their child push food around the plate.""School meals can be a great way to help parents encourage their children to try new foods and to increase the variety of foods in their diet.""Mumsnet co-founder, Carrie Longton, said: ""Getting children to eat healthily is every parent's dream, but meal times at home can often be a battle ground and emotionally charged.""From Mumsnetters' experience it seems that once at school there's a desire to fit in with everyone else and even some positive peer pressure to boast about the variety of what foods you can eat.""School meals have also moved on quite a bit from when Mumsnetters were at school, with healthier options and more variety.""School meals in England now have to comply with strict nutritional guidelines.About four in 10 primary school children in England now eat school lunches, slightly more than in secondary schools.More children in Scotland eat school lunches - about 46%.The survey was conducted online between 26 February and 5th March among a panel of parents who had at least one child in school aged 4-17 years old.","A survey of 1,000 parents in England revealed that school lunches significantly influence children's food choices. Four out of five children who ate school lunches tried new foods at school, and half of the parents reported that their children requested these new foods at home. The research, commissioned by England's School Food Trust, aimed to address concerns about children's fussiness with food. The survey found that carrots, sweetcorn, and peas were the most popular vegetables, while aubergine, chickpeas, and spinach were less favoured. The findings suggest that school meals can play a crucial role in expanding children's dietary variety and encouraging healthy eating habits.",cohere/command-r-08-2024,0.99272,0.94318,0.95082,1,1.0,1,1,1,1,0,1
