source,summary,model,HHEMv1,HHEM-2.1,HHEM-2.1-English,google/t5_11b_trueteacher_and_anli,google/t5_xxl_true_nli_mixture,gpt-3.5-turbo,gpt-4-turbo,gpt-4o
"However the Spanish champions insisted they had not committed any offence. ""The aim is to cover eventual interpretations that could be given to the contracts drawn up in the operation to sign Neymar,"" a club statement read. Barca paid £48.6m for Santos striker Neymar, 22, in the summer with his parents receiving £34m of the fee. Between the initial fee paid in the summer, signing-on fee, wages during his five-year deal, agents fees and this latest tax payment, Neymar will have cost the club £106.8m Last month, Sandro Rosell resigned as Barcelona president following accusations he misappropriated money. He is also being investigated but denies any wrongdoing. At the time of the move, Barcelona said they had paid 57m euros (£48.6m) for Neymar but it has been alleged that, if other contracts are taken into account, the actual cost of the player was far greater. And last week a judge in Spain ruled there was sufficient evidence against Barcelona to continue investigations into the transfer. The club added: ""The board denies the existence of any tax-related crime in relation to the fiscal obligations arising from the signing of the player. ""Given the existence of a possible divergent interpretation of the exact amount of tax responsibility arising from the signing and to defend the club's reputation and good name, FC Barcelona has this morning made a complimentary tax declaration of a total of 13,550,830.56 euros [...] although we remain convinced that the original tax payment was in line with our fiscal obligations."" There has not yet been any confirmation whether the case will be dropped after Barcelona's payment. Neymar has scored seven goals in 18 league appearances for Barcelona this season, as well as netting three in seven Champions League matches.","Barcelona insists they committed no offence in Neymar's transfer, despite paying £48.6m for him and his parents receiving £34m. Including all fees and taxes, Neymar's total cost to the club is £106.8m. Former president Sandro Rosell resigned amid accusations of misappropriation, which he denies. Investigations continue as a judge found sufficient evidence against Barcelona. The club made an additional tax payment of 13.55m euros to cover any potential discrepancies, maintaining their original tax payment was correct. Neymar has scored seven league goals and three Champions League goals this season.",openai/gpt-4o,0.99725,0.96201,0.97336,1,1.0,1,1,1
"Michael Luciw, 27, from Nottingham, was a passenger in a van that was hit by a Mazda Premacy, being driven the wrong way on the motorway by Albert Kenneth Newman, who also died. Mr Luciw's family said retired people should undergo regular driving tests. Age UK said it was ""vital"" older people could drive for as long as possible. The family described Mr Luciw, the father of a baby girl, as generous, kind-hearted and a lover of practical jokes. ""He had only just turned 27 and he had his whole life ahead of him,"" said his mum Andrea Shelton. ""He was looking forward to his baby's first crawl. Now he will miss all of her life through no fault of his own."" ""It doesn't feel as if we have lost him - it feels as if he has been taken away from us,"" said Mr Luciw's brother Simon. ""There are so many things that should be put in place so things like this could be avoided. People are driving that shouldn't be on the road. ""The older you get, the more your reactions slow down. ""There needs to be some sort of test introduced, in a car with a driving instructor, so you get a true reflection of how good a driver you are. ""You get a free bus pass once you are in your 60s so people can't say they are going to lose their freedom if they have their licence removed."" Mrs Shelton said Mr Luciw, a delivery driver, was on a long-distance journey with a colleague Andy Harrington when the crash happened at 02:00 GMT on 12 October near Kegworth, Leicestershire. Mr Newman's car was heading north on the southbound carriageway. Mr Harrington, who was driving the Ford Transit, said he had not seen Mr Newman's car until the last second. ""I managed to swerve slightly towards the crash barrier but there was nothing I could do,"" he said. ""You couldn't even blink that fast. ""It lives with me. I still get sleepless nights. It's not something I will ever forget."" Mr Harrington, who sustained serious injuries in the crash, said retired drivers should have to undergo medical examinations. ""It's up to the government whether they listen to us,"" he said. ""But if that driver hadn't been on the road that morning, Michael would still be here with his daughter."" Currently drivers over 70 in the UK must fill in a self-assessment form every three years to renew their licences. The form does not include a medical or driving test. The Driver and Vehicle Licensing Agency (DVLA) which maintains the database of registered drivers said it had no plans to restrict licensing on the basis of age. ""Evidence does not show that older drivers are more likely to cause a serious accident than others,"" it said. ""The rules are clear that all drivers over 70 have to renew their licence every three years and have to tell DVLA about any medical conditions which might affect their driving. ""If we find evidence a driver does not meet the appropriate medical standard we immediately remove their entitlement to drive."" Caroline Abrahams, charity director of Age UK, said: ""We know driving often allows older people to have the independence to get out and about, go shopping and attend appointments so it's vital that older people are supported to continue driving safely for as long as possible."" For more on this subject watch Inside Out on BBC One East Midlands at 19:30 GMT on Monday 25 January and nationwide for 30 days thereafter on the iPlayer.","Michael Luciw, 27, from Nottingham, died in a van crash caused by Albert Kenneth Newman, who was driving the wrong way on the motorway. Luciw's family advocates for regular driving tests for retired people, citing slowed reactions with age. Luciw, a father and delivery driver, was on a work trip when the crash occurred. His colleague, Andy Harrington, who was driving, survived but sustained serious injuries and supports the call for medical examinations for older drivers. Currently, UK drivers over 70 must renew their licenses every three years via a self-assessment form without a medical or driving test. The DVLA states there are no plans to change this, as evidence does not show older drivers are more likely to cause serious accidents. Age UK emphasizes the importance of older people maintaining their independence through driving.",openai/gpt-4o,0.83163,0.8672,0.74809,1,1.0,1,1,1
"Many women have questioned the safety of the implants, which are used to treat incontinence, after suffering debilitating side effects. Two patients sitting on the original review group quit in protest at what they said was a watered-down report. Now independent expert Alison Britton, a professor of healthcare and medical law, will examine the final report. Ms Robison told Holyrood's public petitions committee that Prof Britton, from Glasgow Caledonian University, would examine the process by which the report came to its conclusions. She told MSPs: ""Professor Britton will produce a report on how the independent review process was undertaken and importantly what lessons can be learned in the future."" The report concluded procedures should not be offered routinely to women with pelvic organ prolapse. It recommended patients  be offered a range of treatments and given the information to make ""informed choices"". The report also said reporting of adverse events should be mandatory. Ms Robison confirmed the recommendations would continue to be implemented despite calls from campaigners for an all-out ban. The health secretary said the government did not have the power to ban the procedures as that lay with UK regulatory body the Medicines and Healthcare Products Regulatory Agency. In other evidence, the chairwoman of the independent review Tracey Gillies apologised for failing to unite all panel members around the review's controversial final report. Ms Gillies took over as chairwoman of the independent review of transvaginal mesh implants in its final stages towards the end of last year. It emerged she had no conversations with previous chairwoman Lesley Wilkie, who resigned for personal reasons. Her evidence was punctuated by cries of ""shame on you"" and ""rubbish"" from a packed public gallery which included some women who had suffered painful and debilitating complications as a result of the procedure. Ms Gillies said her task had been ""almost mission impossible from the beginning"". She said: ""It was clear that there were strongly-held views of difference at the point that I came in, so one could say more fool me for agreeing to chair this. ""This is not something that most people would have ... welcomed would be the wrong word, but it's clearly going to be a very difficult thing and I personally have reflected and feel disappointed that I have not achieved what I would have set out to do, which would have been to bring this in in consensus. Olive McIlroy and Elaine Holmes - who had both suffered complications as a result of the surgery - quit the review group earlier this year, saying they felt ""dismayed and disgusted"" at the publication of the independent report. It was claimed that parts of the final report had been removed. Following their resignations, it emerged that a consultant also quit the expert group over concerns about the final draft of the report. Over the past 20 years, more than 20,000 women in Scotland have had mesh or tape implants but some have suffered painful and debilitating complications. There are more than 400 women currently taking legal action against Scottish health boards and manufacturers as a result of mesh implant surgery.","The passage discusses concerns over the safety of transvaginal mesh implants used to treat incontinence, following reports of debilitating side effects. Two patients resigned from the original review group, claiming the report was diluted. Professor Alison Britton will now review the report's process. The report advised against routine use of the procedure for pelvic organ prolapse, recommended a range of treatment options, and mandatory reporting of adverse events. Despite calls for a ban, the health secretary stated the government lacks the authority to enforce one. The review's chairwoman, Tracey Gillies, apologized for not achieving consensus among panel members. The passage also notes that over 20,000 women in Scotland have had these implants, with more than 400 currently pursuing legal action due to complications.",openai/gpt-4o,0.95482,0.97308,0.99331,1,1.0,1,1,1
"Muir, 23, broke McColgan's 25-year-old record by 14 seconds at the Emirates Arena in Glasgow on Wednesday, with a time of 14 minutes, 49.12 seconds. McColgan said she felt excited to see her last record broken by Muir. She had earlier raised concerns about whether Muir's race had met all the criteria set by UK Athletics for record-breaking attempts. She had told BBC radio's John Beattie programme it needed to be a ""genuine race"" and may not have been as ""Muir had been the only competitor"". ""It was a mixed 3K race where all the other girls ran 3K and it was only Laura who finished the 5K,"" she said. ""We were wondering if to get a record ratified you have to have drug testing as well. ""So we were just wondering if they had everything in place to actually have it ratified as a record."" However, British Athletics confirmed Muir's time was expected to be classified as official. A spokesman said: ""The time will undergo ratification but is expected to be confirmed"". Rules stipulate that if there is no doping control at an event where a British record is set, there is no requirement for the athlete to submit drug tests. McColgan said Muir had what it took to win world medals. ""To run 14.49 indoors is pretty good,"" she said. ""But she is a 3.55 minute 1,500m runner, so you would expect someone like Laura to run (5K) in something like 14.30. ""So there's still a lot more in the tank and I don't think that's the fastest 5K she's ever going to run. ""She's got the ability to get down to 14.30, which is really mixing it with the top in the world."" McColgan said Muir's race, which saw her lap other runners, had been similar to her own record-breaking race 25 years ago. ""I ran on my own right from the start with nobody really pushing me at all,"" she said. ""I actually lapped a young Paula Radcliffe about two or three times."" McColgan said it was a bonus that her record was beaten by a fellow Scot. ""She is world class,"" she said. ""She just needs to get her race tactics right so that she can start winning some medals."" Muir broke her own British 1500m record at the Diamond League meeting in Paris in August and reached the 1,500m Olympic final at Rio 2016.","Laura Muir, 23, broke Eilish McColgan's 25-year-old record by 14 seconds with a time of 14 minutes, 49.12 seconds at the Emirates Arena in Glasgow. McColgan expressed excitement over Muir breaking her record but raised concerns about the race's compliance with UK Athletics' criteria, as Muir was the only competitor to finish the 5K. British Athletics confirmed that Muir's time is expected to be officially ratified. McColgan praised Muir's potential, suggesting she could achieve even faster times and win world medals. Muir's race was reminiscent of McColgan's own record-breaking run, and McColgan noted the significance of another Scot breaking her record. Muir also holds the British 1500m record and reached the 1,500m Olympic final in Rio 2016.",openai/gpt-4o,0.37675,0.76636,0.92922,1,1.0,1,1,1
"Jung won aboard Sam, who was a late replacement when Fischertakinou contracted an infection in July. France's Astier Nicolas took silver and American Phillip Dutton won bronze as GB's William Fox-Pitt finished 12th. Fox-Pitt, 47, was competing just 10 months after being placed in an induced coma following a fall. The three-time Olympic medallist, aboard Chilli Morning, produced a faultless performance in Tuesday's final show-jumping phase. But the former world number one's medal bid had already been ruined by a disappointing performance in the cross-country phase on Monday. He led after the dressage phase, but dropped to 21st after incurring several time penalties in the cross country. Ireland's Jonty Evans finished ninth on Cooley Rorkes Drift. Why not come along, meet and ride Henry the mechanical horse at some of the Official Team GB fan parks during the Rio Olympics? Find out how to get into equestrian with our special guide. Subscribe to the BBC Sport newsletter to get our pick of news, features and video sent to your inbox.","Jung won aboard Sam, a late replacement for Fischertakinou who contracted an infection. France's Astier Nicolas took silver, and American Phillip Dutton won bronze. GB's William Fox-Pitt finished 12th, competing 10 months after being in an induced coma. Despite a faultless final show-jumping phase, his medal bid was ruined by a poor cross-country performance. Ireland's Jonty Evans finished ninth. The passage also promotes visiting Team GB fan parks and subscribing to the BBC Sport newsletter.",openai/gpt-4o,0.99775,0.97463,0.99202,1,1.0,1,1,1
"Media playback is not supported on this device The Briton, 30, won 6-2 4-6 6-1 7-5 after two hours and 39 minutes, with match point clinched at 20:57 BST. Fognini, the 29th seed, had five set points to force a fifth set but Murray won five games in a row to seal a place in the last 16 for the 11th time. Murray will play Frenchman Benoit Paire in the fourth round on Monday. Fellow Briton Johanna Konta earlier reached the second week for the first time with a 6-4 6-1 win over Maria Sakkari of Greece. Media playback is not supported on this device ""The end of the match was tense. It was an up and down match. I didn't feel like it was the best tennis at times but I managed to get through,"" Murray told the BBC. ""It was getting dark towards the end and I was probably thinking a bit about that. ""We would have had to go off for the roof to go on, so that would have meant a change in conditions. I'm pleased to get off in four."" Media playback is not supported on this device Murray looked like avoiding a long, drawn-out contest when he moved ahead early in the third set but a Friday night drama would develop as the light faded. Fognini, 30, showed both his talented and temperamental sides as he got within sight of a fifth set, which would have required the roof to be brought across or both men to return on Saturday. The Italian, who recently beat Murray on clay in Rome, looked well off the pace when he double-faulted twice in a row to lose the first set, but he began to assert himself in the second. Fognini broke for a second time to lead 3-2 and went on to level at one set all, before firing his 13th baseline winner to just one for Murray by the start of the third set. At 30-30, Murray was on the defensive and looking increasingly vulnerable, but he clung on with a second serve and the scream of relief jolted him and the Centre Court crowd to life. Across the net, Fognini's challenge was apparently fading, an ankle injury not helping as the errors flowed and the set slipped away. A gripping fourth set unfolded, with passions rising on and off court as Fognini was penalised a point for a visible obscenity following a gesture, and Murray complaining to the umpire that the Italian was taking too long between points. It was Fognini who took control after Murray double-faulted in game six, but from 5-2 down Murray showed all his fighting qualities to save set points in three consecutive games. The 15,000 spectators on Centre Court were on their feet as the Briton levelled at 5-5, and Fognini could not halt Murray's momentum as the champion served his way to victory. ""I feel OK,"" added Murray. ""I didn't feel I moved as well as the first couple of matches but I've got a couple of days break now and can work on that and hopefully get myself in a good rhythm and play some good tennis on Monday. ""I'm happy to get through the first week and anything can happen from here on.""","Andy Murray, a 30-year-old Briton, won a tense match against Fabio Fognini, the 29th seed, with a score of 6-2 4-6 6-1 7-5, securing his place in the last 16 for the 11th time. The match lasted two hours and 39 minutes, concluding at 20:57 BST. Despite Fognini having five set points to force a fifth set, Murray won five consecutive games to clinch the victory. Murray will face Frenchman Benoit Paire in the fourth round. Fellow Briton Johanna Konta also advanced to the second week for the first time with a win over Maria Sakkari. Murray acknowledged the match's ups and downs and expressed relief at finishing in four sets, avoiding a change in conditions due to darkness. Fognini, who had previously beaten Murray on clay, showed both skill and temper but ultimately succumbed to Murray's resilience. The match featured dramatic moments, including Fognini's penalization for a visible obscenity and Murray's complaints about Fognini's delays. Murray overcame a 5-2 deficit in the fourth set, thrilling the 15,000 spectators on Centre Court",openai/gpt-4o,0.32893,0.93512,0.98203,1,1.0,1,1,1
"Paramedics were called to attend a sudden death at Joe's Bar in Dungiven at 06:00 BST on 6 October 2014, Limavady Magistrates Court was told. Police arriving a short time later found several people still at the bar. Till receipts showed alcohol was being served as late as 04:49 BST. The judge ordered its closure for three months. Colleen O'Neill, 43, of Kevin Lynch Park in the town, was charged with two counts of allowing the consumption of liquor outside licensing hours. James Thomas, 44, of the same address, faced one count of the same charge. A defence solicitor told the court that the licensing laws in Dungiven ""were not strictly adhered to"". He said it was clear that the premises had not been run in a proper manner and had been running well into the morning. The judge said Ms O'Neill, who is the license holder, had ""an appalling record"" and expressed concern that he did not have power to impose a custodial sentence. ""This was as bad a case as I have come across and as bad a record,"" he said. Ms O'Neill was also fined £3,000, while Mr Thomas was fined £1,000.","Paramedics were called to Joe's Bar in Dungiven at 06:00 BST on 6 October 2014 due to a sudden death. Police found people still at the bar and discovered alcohol was served until 04:49 BST. The judge ordered the bar's closure for three months. Colleen O'Neill, 43, and James Thomas, 44, were charged with allowing liquor consumption outside licensing hours. The defence admitted licensing laws were not followed. The judge criticized Ms. O'Neill's record and fined her £3,000 and Mr. Thomas £1,000.",openai/gpt-4o,0.99893,0.96213,0.99406,1,1.0,1,1,1
"At the end of his speech launching the party's manifesto, Mike Nesbitt said: ""Domination doesn't work, partnership does."" Ulster Unionists want the election to be a referendum on how the Renewable Heat Incentive debacle was handled. But the focus has now turned on them following Mr Nesbitt's comments. Mr Nesbitt was asked about the decision of his senior party colleague Danny Kennedy to publicly distance himself from the remarks. He turned to Mr Kennedy, who was sitting behind him on the platform, and said: ""It wasn't disappointing, it was actually quite reaffirming to know Danny was listening."" The line brought laughter from other candidates and party members. Under questioning from journalists, Mr Nesbitt denied that he had any regrets or that he had made a mistake. ""What I have said consistently is vote Ulster Unionists and then for any candidate that you believe will do the right thing within your community, within your constituency and within the country,"" he said. He added that he ""wouldn't withdraw a word"" of what he had said and was thinking only of what what would happen after the election. ""The fact is, if we are going into [Stormont] Castle, it will be with a nationalist party,"" he said. ""Now, would I rather go in with Sinn FÃ©in or the SDLP? I would rather go in with the SDLP."" Mr Nesbitt went on to say that, on Monday, he spent a lot of time time knocking doors in heavily unionist areas with ""very little criticism and a lot of support for what I was talking about"". ""I am confident in my position and I'm very confident and relaxed that [candidates] behind me are taking different positions in terms of vote transfer,"" he said. ""But people will come back on 2 March to thinking about the Â£85,000 a day that is going up in smoke, the 10 years of the DUP and Sin FÃ©in in that castle and the impossibility, no matter what anybody writes in a platform piece for the newspaper, of leopards changing their spots."" The manifesto, entitled 'Real Partnership', includes calls for action in tackling waiting lists, increasing PSNI numbers to 7,500, prioritising the York Street interchange, standing up for the LGBT community and ""guaranteeing"" that no group is worse off because of Brexit. In a section entitled 'Cleaning Up Stormont', the party calls for: On the theme of the election being a referendum, he said it was about ""incompetence, arrogance, cronyism and the strong whiff of corruption"". He must hope that message will resonate more strongly than the continuing controversy over his remarks about transferring to the SDLP.","Mike Nesbitt, in his speech launching the Ulster Unionist Party's manifesto, emphasized partnership over domination and addressed the Renewable Heat Incentive debacle. His comments about preferring a coalition with the SDLP over Sinn Féin drew attention and led to senior party colleague Danny Kennedy publicly distancing himself from the remarks. Nesbitt, however, stood by his statements, encouraging votes for Ulster Unionists and candidates who would benefit the community. He expressed confidence in his position and the support he received from unionist areas. The manifesto, titled 'Real Partnership,' includes proposals for healthcare, police numbers, infrastructure, LGBT rights, and protections post-Brexit. Nesbitt framed the election as a referendum on government incompetence and corruption, hoping this message would overshadow the controversy over his coalition comments.",openai/gpt-4o,0.83537,0.86905,0.24696,1,1.0,1,1,1
"Justice Minister Claire Sugden confirmed a motion will go before the assembly for approval. The move will bring Northern Ireland in line with England and Wales, where plans for automatic pardons were announced last month. Those proposals would see men convicted of now-abolished sexual offences receive posthumous pardons. Dubbed 'Turing's Law', after the World War Two code-breaker Alan Turing, the law will also allow living men convicted of such offences to apply for a pardon. The motion in the assembly is expected to contain the same provisions and allow for pardons both posthumously as well as for living gay and bisexual men. The minister said she has secured executive agreement to ask the assembly to pass a legislative consent motion to pardon convictions related to abolished sexual offences. Ms Sugden said that arrangements would be brought in ""as soon as possible to ensure that there is equal treatment for gay and bisexual men here as for their counterparts in England and Wales"". ""This is an opportunity for the criminal justice system to try and right the wrongs of the past and one which will allow for much earlier resolve than that presented by way of an assembly bill,"" she added. The motion will now go forward for consideration by the assembly.","Justice Minister Claire Sugden announced that a motion will be presented to the assembly to align Northern Ireland with England and Wales regarding automatic pardons for men convicted of now-abolished sexual offences. Known as 'Turing's Law', this legislation will provide posthumous pardons and allow living men to apply for pardons. The motion aims to ensure equal treatment for gay and bisexual men in Northern Ireland and has secured executive agreement. Sugden emphasized the importance of addressing past injustices swiftly through this legislative consent motion. The assembly will now consider the motion.",openai/gpt-4o,0.99875,0.97206,0.9917,1,1.0,1,1,1
"The 23-year-old from Kinross finished second behind Kenyan Faith Kipyegon in four minutes, 19.12 seconds. That erased Yvonne Murray's 1994 effort of 4:22.60 in the Scottish rankings and moved her second on the British all-time list behind Zola Budd's 4:17.57. The new record holder said: ""I am really pleased to get that Scottish record. It means a lot to me."" Muir, who finished fifth in last year's World Championships, now holds the Scottish 1500m and mile records. ""This is my first race of the season over this distance, so I am really pleased,"" she said. ""Faith's been running so quick, so to get so close to her, I'm excited. Murray's husband, Tom Mooney, said on Facebook: ""Yvonne says: 'Well done to you, Laura."" Muir hopes to secure an Olympics place for Great Britain in Rio at the British trials in Birmingham from 24 to 26 June. The Scot started her season with an 800m victory in Montbeliard, France, last week and next competes in a week's time in a 1500m race in Stockholm. ""Training's been going really, so I was expecting to run a good race,"" added Muir, who fits her training around her veterinary studies. She recently completed her fourth year of vet school.","Laura Muir, a 23-year-old from Kinross, finished second in a race behind Kenyan Faith Kipyegon with a time of 4:19.12, breaking Yvonne Murray's 1994 Scottish record and moving to second on the British all-time list. Muir, who also holds the Scottish 1500m and mile records, expressed her satisfaction with the achievement. She aims to secure a spot in the Rio Olympics at the British trials in June. Muir began her season with an 800m win in France and will next compete in a 1500m race in Stockholm. She balances her training with her veterinary studies, having recently completed her fourth year.",openai/gpt-4o,0.99721,0.9625,0.99237,1,1.0,1,1,1
"Here are some of your pictures from the 26 beaches ranked as Scotland's ""most excellent"" for water quality.","The passage mentions that the pictures provided are from 26 beaches in Scotland that have been ranked as having the ""most excellent"" water quality.",openai/gpt-4o,0.99893,0.87706,0.99735,1,1.0,1,1,1
"Met Police barrister Richard Horwell QC said suspects Dmitry Kovtun and Andrei Lugovoi had no personal motive to kill. The Russian state ""is likely to have been the sponsor of this plot"" and had ""reasons aplenty"" for wishing him ""not only harm, but death"", he said. UK officials believe the two suspects poisoned Mr Litvinenko, 43, in London in 2006 but they deny any wrongdoing. Mr Litvinenko drank tea containing a fatal dose of radioactive substance polonium-210 during a meeting with Mr Kovtun and Mr Lugovoi. He died in hospital nearly three weeks later. The fact that polonium caused his death indicates there was some form of Russian state participation, Mr Horwell said in his closing remarks. He said: ""The evidence suggests the only credible explanation is that in one form or another the Russian state was involved in Mr Litvinenko's murder."" However, he stressed this did not mean Russian President Vladimir Putin was involved or gave the order and that there were many possible motives for the murder. Defecting to the UK in 2000, after accusing KGB successor the FSB of murdering political opponents and of corruption, could have been seen as ""akin to treachery"", he said. He also spoke of Mr Litvinenko's ""many personal attacks on Putin"". Mr Horwell has said the risk to the general public in London from polonium radiation will never be known, and also that Mr Litvinenko had been poisoned twice in the run-up to his death. He said: ""The two attacks on Mr Litvinenko were an outrage. They led to great suffering on his part and eventually to his demise. ""We will never know how dangerous the exposure of polonium to the public at large will be and what long-term effects will be visited upon Londoners."" Mr Horwell said the suspects left a ""trail of polonium"" behind and they had ""no credible answer"" to the scientific evidence against them. While the force wanted them tried for murder, this was now unlikely to happen, the inquiry heard. Attempts to extradite the two men have failed and they remain in Russia. Former Soviet army officer Mr Kovtun has been criticised by inquiry chairman Sir Robert Owen for failing to give evidence to the hearing. The inquiry was adjourned until Friday.","Met Police barrister Richard Horwell QC stated that suspects Dmitry Kovtun and Andrei Lugovoi had no personal motive to kill Alexander Litvinenko, suggesting the Russian state likely sponsored the plot. Litvinenko, who defected to the UK in 2000, was poisoned with polonium-210 in London in 2006, leading to his death three weeks later. Horwell indicated that the use of polonium implies Russian state involvement, though not necessarily by President Putin. Litvinenko's accusations against the FSB and personal attacks on Putin could have been motives. The suspects left a trail of polonium and have not provided credible answers to the evidence. Extradition attempts have failed, and they remain in Russia. The inquiry continues.",openai/gpt-4o,0.98389,0.95762,0.98839,1,1.0,1,1,1
"Smith, 26, already leads the one-day side and will also captain the Twenty20 team in the absence of the injured Aaron Finch. Fellow batsman David Warner, 28, has been named as Smith's vice-captain. ""At 26, Steve is a fine young man with extraordinary talent,"" said national selector Rod Marsh. ""He is highly regarded by the selectors and we congratulate him on being appointed to the role on an ongoing basis. He should be incredibly proud."" Clarke, 34, confirmed his decision to retire after his side surrendered the Ashes with a heavy defeat by England at Trent Bridge, which gave the hosts a 3-1 lead. Smith had already captained the side in three Tests against India last summer, when Clarke was recovering from hamstring surgery and back issues. The New South Welshman has played in 32 Tests for his country, scoring 2,952 runs at an average of 54.66. Media playback is not supported on this device ""When Michael made his decision to retire last week it was a very straightforward decision for us to nominate Steve as his successor,"" added Marsh. ""He has big shoes to fill but everything about him suggests he is the right man for the job."" Warner has earned the vice-captain's role despite a history of disciplinary problems, and Marsh said of the opener: ""David has matured and developed into an important senior figure in the Australian team. He has come a long way. ""We believe that he will respond well to the added responsibility of leadership."" Smith and Warner will lead Australia in the limited-overs matches that follow the final Ashes Test at the Oval, which starts on 20 August.","Steve Smith, 26, has been appointed as the captain of Australia's Twenty20 team in addition to his role as the one-day side captain, following Aaron Finch's injury. David Warner, 28, has been named vice-captain despite past disciplinary issues. National selector Rod Marsh praised Smith's talent and leadership qualities, noting his previous experience captaining the team during Michael Clarke's injury. Clarke, 34, announced his retirement after Australia's defeat in the Ashes series. Smith has played 32 Tests, scoring 2,952 runs at an average of 54.66. Marsh expressed confidence in Smith and Warner's leadership for the upcoming limited-overs matches after the final Ashes Test.",openai/gpt-4o,0.99483,0.93574,0.99058,1,1.0,1,1,1
"Earlier this week, he refused to answer the question of whether he believed homosexual sex was a sin. But he told the BBC's Andrew Marr Show he was ""passionate about LGBT-plus rights"" and defending equal marriage would be ""at the top of my agenda"". He also said he wanted to extend the marital rights of transgender people. Appearing on Channel 4 News on Friday, Mr Farron, who beat Norman Lamb to the leadership, was asked three times if he believed homosexual sex was a sin. Each time, he refused to give a direct answer, instead choosing to say ""my firm belief is we are all sinners"". Mr Farron was asked by Andrew Marr why he voted against the Equality Bill in 2007 - a law which would have made it harder for businesses to discriminate against gay people. ""Let me be crystal clear, I'm a liberal and I absolutely support equality,"" he replied. ""I'm passionate about LGBT-plus rights, for example, and as the leader of a liberal party, that is something that will be at the top of my agenda throughout the time that I am leader of our party. ""Not just defending the law on equal marriage, but also saying there are areas where it needs to be extended."" Mr Farron said transgender people currently did not have equal access to marriage due to something known as the spousal veto - which means the husband or wife of someone who has changed gender must give their consent in order for the marriage to continue. He said the Lib Dems tabled an amendment to the Equality Bill because of concerns about ""protection of individual liberties"" and when that was defeated he voted against the bill. He did not answer directly when asked what those concerns were, but said: ""I am absolutely in favour of equal access under law for all people whatever their sexuality.""","Mr. Farron, who recently became the leader of his party, has been questioned about his views on homosexual sex and LGBT-plus rights. While he refused to directly answer whether he believes homosexual sex is a sin, he emphasized his commitment to LGBT-plus rights and equal marriage, stating these issues are a priority for him. He also expressed a desire to extend marital rights to transgender people, criticizing the spousal veto that limits their access to marriage. Despite voting against the Equality Bill in 2007 due to concerns about individual liberties, he affirmed his support for equality and equal legal access for all, regardless of sexuality.",openai/gpt-4o,0.98988,0.95677,0.9856,1,1.0,1,1,1
23 March 2017 Last updated at 14:55 GMT,"The passage provides a date and time: 23 March 2017, last updated at 14:55 GMT.",openai/gpt-4o,0.96982,0.85706,0.99616,1,1.0,1,1,1
"French-based Sanofi closed its drug manufacturing site in Fawdon in 2015 with the loss of 450 jobs. Now, Accord Healthcare is to use the plant for its pharmaceutical production, with the hope many of the jobs will be filled by ex-Sanofi staff. A spokesman said the firm was confident the investment would have an ""extremely positive"" impact on the area. The leader of Newcastle City Council, Councillor Nick Forbes, said: ""This announcement is fantastic news for Newcastle and the North East and helps strengthen our reputation as a home for the science and healthcare sector. ""Accord is a global player in the pharmaceutical industry and the highly skilled jobs and long-term investment bring a welcome boost the local economy."" Accord Healthcare develops, manufactures and distributes more than 130 pharmaceutical products to about 60 countries worldwide.","In 2015, Sanofi closed its drug manufacturing site in Fawdon, resulting in the loss of 450 jobs. Accord Healthcare is now set to use the plant for pharmaceutical production, with hopes of rehiring many former Sanofi employees. A spokesman expressed confidence in the positive impact of this investment on the area. Newcastle City Council leader, Councillor Nick Forbes, praised the announcement, highlighting its benefits for Newcastle and the North East's reputation in the science and healthcare sector. Accord Healthcare, a global pharmaceutical company, develops, manufactures, and distributes over 130 products to around 60 countries.",openai/gpt-4o,0.99957,0.96875,0.99278,1,1.0,1,1,1
"The local authority said Richard Ellis was leaving on Friday at the end of his contract. Ciaran Monaghan and Ewan Sutherland are both going under a voluntary redundancy and early retirement scheme. Stephen Flynn, the leader of the opposition SNP group, said the departures were indicative of the council's inability to hold on to senior staff. He said he expected further departures in the coming months. Mr Ellis is the council's former interim director of corporate governance, and has also been acting as deputy chief executive for several months. Mr Monaghan is head of the chief executive's office, while Mr Sutherland is head of human resources and customer services. Council chief executive Angela Scott thanked the trio for their ""dedication and professionalism"".","Richard Ellis is leaving the local authority at the end of his contract on Friday. Ciaran Monaghan and Ewan Sutherland are both departing under a voluntary redundancy and early retirement scheme. Stephen Flynn, leader of the opposition SNP group, believes these departures highlight the council's struggle to retain senior staff and anticipates more exits soon. Ellis has been the interim director of corporate governance and acting deputy chief executive. Monaghan is head of the chief executive's office, and Sutherland is head of human resources and customer services. Council chief executive Angela Scott expressed gratitude for their dedication and professionalism.",openai/gpt-4o,0.99879,0.97166,0.99102,1,1.0,1,1,1
